Date,ADANIENT.NS,ASIANPAINT.NS,AXISBANK.NS,BAJFINANCE.NS,BHARTIARTL.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TATAMOTORS.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
2022-01-17,1873.617431640625,3225.806640625,709.139892578125,765.7476806640625,703.2537231445312,114.31159210205078,971.7171095197433,903.9920654296876,1031.635986328125,711.9078369140625,2204.521484375,788.0928955078125,1704.2220458984375,176.8478240966797,385.4041442871094,1966.7587890625,7893.2041015625,919.923095703125,115.78417205810548,127.30516815185548,126.00074005126952,1155.9595947265625,470.1800842285156,812.08740234375,1061.682393795442,3498.128662109375,1461.2607421875,2555.51806640625,7540.95703125,295.3466186523437
2022-01-18,1836.849609375,3221.08056640625,721.6281127929688,755.1575927734375,689.4994506835938,112.28656005859376,979.8310243964577,908.083984375,999.6724853515624,715.5341186523438,2186.023681640625,791.7482299804688,1687.7464599609375,173.81637573242188,386.3390808105469,1921.89990234375,7558.634765625,922.1309204101562,114.427978515625,125.77001190185548,125.26800537109376,1142.1683349609375,463.5939025878906,805.9005737304688,1055.2530171955764,3473.280517578125,1408.9573974609375,2558.5185546875,7239.8974609375,289.249267578125
2022-01-19,1845.18115234375,3132.0009765625,726.00634765625,738.3654174804688,679.2200317382812,114.45125579833984,999.3984369441694,906.4200439453124,982.8302612304688,710.4807739257812,2131.038818359375,777.8004760742188,1640.5609130859375,173.50144958496094,379.0783996582031,1920.6646728515625,7654.65576171875,901.0709838867188,114.25847625732422,130.6825714111328,124.96271514892578,1142.0777587890625,471.82659912109375,798.0955810546875,1059.2001051993632,3413.162353515625,1416.889892578125,2547.008056640625,7123.47802734375,283.699951171875
2022-01-20,1861.6939697265625,3156.824951171875,725.3098754882812,734.313720703125,690.5130615234375,115.25431823730467,1012.6722540931561,888.349609375,971.3836669921876,706.0592041015625,2086.66357421875,779.3876953125,1602.469482421875,172.24160766601562,376.4823913574219,1904.1275634765625,7674.37548828125,891.4164428710938,114.34323120117188,128.07276916503906,131.0688934326172,1122.0816650390625,467.8017272949219,780.4872436523438,1031.8760903971358,3336.34912109375,1414.175048828125,2522.805908203125,7153.27783203125,280.9823608398437
2022-01-21,1824.277587890625,3126.70263671875,708.9906005859375,719.0525512695312,671.06396484375,110.85504913330078,1013.8948392934687,869.8920288085938,965.2680053710938,711.9546508789062,2145.33837890625,773.856689453125,1569.0792236328125,170.90304565429688,376.711181640625,1859.0311279296875,7820.72314453125,902.8434448242188,113.66514587402344,125.6164779663086,131.3436737060547,1122.2626953125,459.8434753417969,769.7791137695312,1007.8845576530601,3342.40869140625,1351.9459228515625,2487.240966796875,7049.93896484375,276.79644775390625
2022-01-24,1711.9783935546875,3012.4169921875,701.1295776367188,675.9508056640625,665.9000854492188,109.14420318603516,1005.2272634518147,844.3920288085938,929.6886596679688,695.6016235351562,2107.698486328125,768.0371704101562,1526.1112060546875,166.7692413330078,364.2088317871094,1805.666015625,7689.60693359375,890.6383666992188,112.39371490478516,127.19004821777344,130.67196655273438,1076.9935302734375,452.0223083496094,762.2598876953125,1000.4413203481914,3288.219970703125,1283.7357177734375,2364.165283203125,6856.72265625,262.0199584960937
2022-01-25,1737.521240234375,3004.7314453125,748.4951171875,679.0712890625,687.08642578125,112.53095245361328,1015.3874593953963,851.8408203125,928.6968383789062,696.2567138671875,2147.04541015625,771.1152954101562,1513.23828125,168.73773193359375,368.9332580566406,1829.8062744140625,8215.1201171875,894.1118774414062,114.68226623535156,126.76786041259766,133.63348388671875,1074.887451171875,470.774658203125,769.1129760742188,986.871798326531,3286.95556640625,1273.0882568359375,2338.044677734375,6801.48291015625,257.4223022460937
2022-01-27,1682.2447509765625,2975.94580078125,770.0384521484375,666.7113037109375,682.646484375,112.11197662353516,1021.327882933313,823.4967651367188,890.7208862304688,690.1271362304688,2117.61572265625,764.3818969726562,1474.9713134765625,168.97393798828125,375.8160095214844,1816.0728759765625,8422.9189453125,874.8268432617188,114.427978515625,127.19004821777344,131.19102478027344,1058.9674072265625,483.8555603027344,772.9677734375,991.5559322850498,3181.761474609375,1226.4271240234375,2272.670166015625,6803.73486328125,249.2106170654297
2022-01-28,1689.927490234375,2970.121337890625,760.93359375,669.6609497070312,690.8990478515625,112.88008880615234,1034.4708058594672,816.193115234375,892.9524536132812,684.6527099609375,2106.72900390625,751.3960571289062,1481.6494140625,171.33609008789062,377.6163024902344,1803.432861328125,8165.7958984375,874.7767944335938,118.79320526123048,129.569580078125,128.35166931152344,1057.9483642578125,478.8244323730469,787.4829711914062,979.5286494776641,3217.33544921875,1196.7762451171875,2278.13037109375,6812.501953125,252.59591674804688
2022-01-31,1711.130126953125,3009.6484375,769.2423706054688,682.630615234375,703.9293212890625,111.58824157714844,1044.0139064895127,832.483642578125,908.6140747070312,695.1571044921875,2097.68798828125,758.7547607421875,1525.5838623046875,173.38331604003906,369.4505004882813,1814.5047607421875,8210.0595703125,881.302734375,120.4036636352539,132.4864044189453,131.52684020996094,1080.9339599609375,492.4084777832031,794.2884521484375,960.9082733207323,3257.616943359375,1254.763427734375,2322.10693359375,6914.595703125,261.9512939453125
2022-02-01,1743.009033203125,3051.658203125,778.048828125,684.0299072265625,697.8968505859375,113.85771942138672,1059.7133022044018,833.7703247070312,936.2179565429688,700.4443969726562,2127.1181640625,779.435791015625,1557.0850830078125,179.328125,374.43353271484375,1891.7723388671875,8173.8671875,888.4473266601562,119.64083099365234,131.21987915039062,130.03085327148438,1077.3558349609375,486.919921875,848.7798461914062,980.9986629784935,3313.766845703125,1277.45751953125,2392.4501953125,7201.90576171875,263.8041381835937
2022-02-02,1775.38671875,3053.04248046875,800.1394653320312,706.736328125,699.8272705078125,114.41637420654295,1052.2817459973755,854.2593383789062,967.7471313476562,716.446533203125,2147.64501953125,782.75439453125,1570.3094482421875,182.7926177978516,386.4285583496094,1884.3592529296875,8131.7060546875,880.3082885742188,119.64083099365234,131.4885711669922,130.67196655273438,1079.5523681640625,493.7805480957031,847.7328491210938,978.3057900841825,3362.199951171875,1258.1142578125,2424.12890625,7129.802734375,268.9964599609375
2022-02-03,1747.9478759765625,3058.1025390625,795.6118774414062,693.3963012695312,696.545654296875,112.63568878173828,1072.0775722623073,846.3848876953125,956.0115356445312,709.0303344726562,2120.198486328125,778.1372680664062,1527.6488037109375,184.60362243652344,379.7546997070313,1837.7420654296875,8206.57421875,871.0748901367188,119.20465087890624,128.57171630859375,129.02330017089844,1065.602783203125,494.0549621582031,840.9749145507812,979.5940994607719,3334.648681640625,1233.808349609375,2434.9013671875,7066.89892578125,264.5360412597656
2022-02-04,1753.3858642578125,3090.230224609375,794.61669921875,698.0526123046875,695.14599609375,112.0072021484375,1075.4262063859067,841.9929809570312,961.838134765625,713.0776977539062,2127.994873046875,774.3857421875,1529.8896484375,184.48550415039065,374.8114318847656,1851.3326416015625,8165.41455078125,872.266845703125,117.0674285888672,130.1836395263672,128.0463104248047,1055.887451171875,485.0904235839844,850.8737182617188,960.8067599278432,3326.19091796875,1228.633056640625,2431.1630859375,7128.5087890625,261.5624694824219
2022-02-07,1727.942626953125,3031.082763671875,785.7108764648438,675.8386840820312,681.922607421875,112.39128112792967,1107.22581937926,833.7219848632812,956.5073852539062,686.9454956054688,2082.788818359375,756.4461669921875,1506.9559326171875,181.25721740722656,363.7214660644531,1791.02978515625,8128.2666015625,859.9476318359375,117.8961410522461,132.10263061523438,130.45828247070312,1049.4561767578125,487.78900146484375,844.3062133789062,953.9478732738156,3294.8896484375,1225.32421875,2370.215576171875,7156.9677734375,254.8147125244141
2022-02-08,1712.177734375,3070.84912109375,794.61669921875,687.9695434570312,684.2390747070312,111.69298553466795,1097.1177771579532,836.188720703125,960.30908203125,683.997802734375,2089.01611328125,762.3137817382812,1508.976806640625,182.08399963378903,361.6029357910156,1782.5712890625,8212.11328125,860.6327514648438,117.76530456542967,128.1495361328125,128.2600555419922,1067.0972900390625,486.0509033203125,851.0164794921875,955.7787288758929,3263.89404296875,1216.755615234375,2404.108154296875,7110.97509765625,256.301513671875
2022-02-09,1779.1783447265625,3082.30615234375,799.8906860351562,694.0496215820312,694.3255615234375,117.7332763671875,1124.259834409616,845.243408203125,975.9707641601562,700.7251586914062,2101.2861328125,772.221435546875,1526.550537109375,181.2178497314453,365.0244445800781,1795.1165771484375,8546.3486328125,862.912109375,117.80891418457033,125.84674072265624,127.83261108398438,1079.5299072265625,489.6184387207031,850.3929443359375,941.0114601526702,3278.8037109375,1234.232421875,2444.59228515625,7190.2158203125,260.2815246582031
2022-02-10,1782.1217041015625,3092.235107421875,805.8114013671875,695.9658203125,698.862060546875,117.34923553466795,1127.7763233820378,845.62060546875,983.78076171875,713.5923461914062,2106.3603515625,774.818603515625,1554.9322509765625,182.87136840820312,371.4297790527344,1806.71142578125,8408.833984375,863.1405029296875,119.03018951416016,129.79983520507812,129.48129272460938,1078.420166015625,494.4666137695313,857.9236450195312,946.2834574501428,3287.34814453125,1245.8553466796875,2451.528564453125,7161.90234375,262.4316711425781
2022-02-11,1760.3704833984375,3070.80078125,799.8409423828125,683.7373657226562,690.271728515625,116.26683044433594,1118.0657599880064,836.856201171875,961.75537109375,710.66796875,2083.157958984375,760.6785278320312,1512.53515625,183.02886962890625,363.68170166015625,1778.4371337890625,8343.6103515625,847.6928100585938,119.64081573486328,129.07064819335938,126.88616180419922,1076.314208984375,484.4500732421875,844.3011474609375,938.7960448465341,3221.607177734375,1208.8656005859375,2402.730712890625,7017.3134765625,256.8504943847656
2022-02-14,1660.2437744140625,3001.246337890625,769.5409545898438,661.7330932617188,665.70703125,112.88008880615234,1111.0153464181205,813.4844360351562,947.498779296875,689.5423583984375,2055.98828125,724.9916381835938,1478.1346435546875,176.94302368164062,347.48931884765625,1709.7706298828125,7989.5595703125,840.7957763671875,115.58447265625,127.57381439208984,123.25296783447266,1059.1712646484375,458.65423583984375,829.6715698242188,935.3641458908945,3255.437255859375,1179.3841552734375,2359.19677734375,6792.61962890625,247.81527709960935
2022-02-15,1740.364990234375,3116.916015625,793.0247192382812,696.458251953125,686.7969360351562,114.2767333984375,1106.5143907366273,827.5984497070312,965.7640380859376,710.1767578125,2112.7724609375,746.4903564453125,1527.3853759765625,179.80540466308594,360.6679992675781,1782.9991455078125,8234.3154296875,865.3887329101562,118.07061767578124,126.0002670288086,124.22997283935548,1095.1329345703125,480.059326171875,841.1354370117188,927.9493979384829,3328.7197265625,1221.3792724609375,2455.5126953125,6985.4052734375,257.7196655273437
2022-02-16,1734.228515625,3105.697509765625,793.1242065429688,689.2958374023438,696.6903076171875,114.41637420654295,1113.4612782100467,835.1245727539062,965.1438598632812,709.2174682617188,2109.451171875,734.9474487304688,1523.035888671875,179.6038360595703,364.039794921875,1768.410400390625,8196.3544921875,867.1350708007812,116.1950912475586,129.37767028808594,123.19448852539062,1092.8682861328125,472.64990234375,833.5087280273438,952.4403922250909,3324.621826171875,1225.06982421875,2447.78955078125,6878.6640625,257.9712219238281
2022-02-17,1727.0946044921875,3118.109619140625,778.9444580078125,690.6463012695312,692.0573120117188,113.85771942138672,1121.98496831265,832.1354370117188,961.2183837890624,704.8894653320312,2128.87060546875,721.769287109375,1515.5670166015625,179.523193359375,361.5034790039063,1776.0135498046875,8167.228515625,862.4813842773438,115.80255126953124,131.83396911621094,123.6337661743164,1106.705078125,469.2195739746094,827.465087890625,952.6243307742827,3299.423828125,1228.081298828125,2452.8564453125,6751.27490234375,258.4287109375
2022-02-18,1732.4327392578125,3111.04443359375,783.521728515625,685.5413818359375,687.7621459960938,116.82549285888672,1113.522967376034,836.0339965820312,962.8299560546876,707.6266479492188,2133.48388671875,720.3745727539062,1499.88232421875,178.9185028076172,363.343505859375,1789.69921875,8183.12939453125,856.9285888671875,115.45362091064452,128.87872314453125,122.81790924072266,1098.05419921875,471.36920166015625,827.8009033203125,939.1190852951684,3307.880859375,1219.93701171875,2448.675048828125,6627.333984375,257.30792236328125
2022-02-21,1681.4462890625,3104.5517578125,784.964599609375,683.2254028320312,685.2525634765625,116.03369903564452,1113.5704443385584,831.6033935546875,962.6234741210938,712.1885375976562,2117.1083984375,725.7130737304688,1520.7513427734375,175.77389526367188,363.4529418945313,1771.4991455078125,8224.765625,861.5346069335938,115.10466766357422,126.74562072753906,124.35552978515624,1086.9576416015625,468.21337890625,809.5258178710938,950.2469063872235,3242.925537109375,1203.1812744140625,2414.63525390625,6528.49853515625,261.1278686523437
2022-02-22,1663.9852294921875,3081.159912109375,775.3124389648438,683.7130737304688,674.9248046875,115.0979461669922,1147.5631623270945,816.173828125,950.06103515625,706.8545532226562,2094.18212890625,722.68310546875,1523.9583740234375,173.23403930664062,366.3671875,1752.96630859375,8234.41015625,861.7677001953125,115.23551940917967,127.94794464111328,124.35552978515624,1082.020751953125,455.9100036621094,811.3964233398438,934.659889312185,3126.963134765625,1198.3880615234375,2410.453857421875,6467.27099609375,258.085693359375
2022-02-23,1684.9384765625,3090.755126953125,773.3719482421875,686.9505004882812,679.895751953125,114.09020233154295,1175.8159845766943,812.7783203125,952.9124755859376,702.2691650390625,2085.37158203125,716.23828125,1531.4271240234375,174.1209716796875,375.189453125,1730.01416015625,8307.0341796875,852.9959716796875,113.57808685302734,124.69007110595705,124.29273223876952,1075.2498779296875,456.1844177246094,806.072265625,937.7256708466633,3107.2587890625,1199.0242919921875,2455.315673828125,6496.6396484375,259.4351806640625
2022-02-24,1540.51123046875,2930.212646484375,726.7029418945312,646.3110961914062,647.56103515625,107.9718246459961,1183.3973334292527,791.7958984375,907.9114990234376,664.1354370117188,2003.26318359375,680.4552612304688,1474.5760498046875,168.11402893066406,357.03765869140625,1670.1865234375,7840.34716796875,844.3406372070312,108.5185546875,121.50978088378906,119.93104553222656,1021.6695556640624,432.3552551269531,784.967041015625,912.9481863847468,2965.880859375,1130.89892578125,2367.65771484375,6150.01806640625,245.7337951660156
2022-02-25,1615.094482421875,2978.09326171875,754.3162841796875,679.6222534179688,664.6935424804688,117.65325927734376,1184.4709691612113,808.067138671875,933.6556396484376,681.3073120117188,2002.61767578125,702.2424926757812,1489.0303955078125,172.50836181640625,369.341064453125,1688.9093017578125,7979.72314453125,842.9297485351562,113.70893096923828,123.7204818725586,123.82205200195312,1034.4420166015625,441.7771606445313,797.7260131835938,896.6381301405281,3069.723876953125,1179.0023193359375,2428.506591796875,6295.4697265625,254.0141143798828
2022-02-28,1640.7872314453125,3031.035400390625,738.7433471679688,682.8305053710938,662.6183471679688,122.04412841796876,1186.8940724646704,786.1658325195312,931.3829345703124,667.3405151367188,2003.909423828125,714.4107055664062,1507.48291015625,174.0403594970703,366.5660705566406,1726.64013671875,7939.6630859375,839.3159790039062,116.45680236816406,124.61248016357422,131.25892639160156,1068.682373046875,442.005859375,809.57373046875,899.4295754379524,3098.88818359375,1196.2244873046875,2505.3427734375,6293.2177734375,254.26568603515625
2022-03-02,1638.143310546875,2891.92626953125,746.5546875,666.1798095703125,650.7945556640625,133.02125549316406,1197.4838820722186,745.4876708984375,921.9612426757812,643.0098266601562,1982.6903076171875,687.6213989257812,1496.2357177734375,173.5968780517578,359.2556457519531,1695.9898681640625,7462.23193359375,849.0916748046875,114.23233795166016,126.39656066894533,132.357177734375,1086.3463134765625,433.8188781738281,787.50927734375,909.0272764988824,3091.869384765625,1182.9473876953125,2550.697021484375,6131.716796875,253.99124145507807
2022-03-03,1640.138671875,2741.98095703125,734.016845703125,658.0665283203125,648.6709594726562,136.00848388671875,1181.0787038404783,719.5040283203125,941.9203491210938,641.4891967773438,1929.0889892578125,671.7018432617188,1512.09619140625,176.90272521972656,356.5205078125,1665.386962890625,7253.4296875,829.6732788085938,115.23551940917967,132.09780883789062,136.71888732910156,1077.174560546875,427.5528564453125,787.50927734375,911.5351906239191,3090.343994140625,1210.3502197265625,2532.594970703125,5730.57568359375,260.55596923828125
2022-03-04,1611.40283203125,2614.28125,711.4783325195312,637.54443359375,630.9593505859375,130.2859649658203,1177.320898180284,740.74755859375,940.8872680664062,639.3836059570312,1863.1253662109373,661.8421630859375,1514.2490234375,181.8211669921875,348.5436096191406,1626.8482666015625,6920.865234375,827.548828125,113.57808685302734,128.18060302734375,134.96165466308594,1053.2833251953125,422.5675048828125,795.9033813476562,910.4214507009283,3072.8623046875,1233.2142333984375,2401.501220703125,5797.26513671875,263.1864929199219
2022-03-07,1560.56640625,2585.92529296875,664.261962890625,597.2803344726562,651.904541015625,135.82852172851562,1150.8458444648656,729.2842407226562,953.9041748046876,619.8722534179688,1793.42529296875,628.8486938476562,1528.7911376953125,181.377685546875,340.5369567871094,1553.3822021484375,6464.1572265625,825.1790771484375,113.44723510742188,145.0128173828125,133.54957580566406,1014.3323974609376,402.7631530761719,789.1881713867188,906.9749930534207,3038.46630859375,1208.18701171875,2351.031005859375,5459.79443359375,261.60821533203125
2022-03-08,1598.03271484375,2600.19873046875,667.0980224609375,600.8738403320312,659.2401123046875,136.15243530273438,1157.6708053396098,748.46728515625,971.3424682617188,621.2759399414062,1798.084228515625,639.6702270507812,1562.489013671875,182.94998168945312,342.7649230957031,1576.2392578125,6499.72998046875,821.4320678710938,116.67488098144533,138.9237518310547,133.26719665527344,1012.4979858398438,402.7631530761719,820.22216796875,888.9176940705623,3138.777099609375,1240.2982177734375,2332.879638671875,5589.4833984375,268.7448425292969
2022-03-09,1652.8604736328125,2744.892822265625,670.8792114257812,631.1669921875,667.4443969726562,134.3529052734375,1168.5451476035262,760.443359375,977.458251953125,641.559326171875,1843.19775390625,642.0269165039062,1593.3751220703125,184.8448028564453,345.9476928710937,1607.0797119140625,6710.345703125,815.83154296875,114.71210479736328,136.05372619628906,130.59994506835938,1066.214111328125,413.1913146972656,832.9332885742188,880.4284855291837,3167.2451171875,1276.6092529296875,2394.27001953125,5765.69287109375,267.852783203125
2022-03-10,1738.9681396484375,2781.03125,691.5270385742188,642.127685546875,673.4769897460938,128.81036376953125,1161.1876705609793,753.1008911132812,985.2684326171876,651.642578125,1939.1907958984373,650.8284301757812,1604.4027099609375,187.06211853027344,348.9812927246094,1642.482177734375,6886.96484375,839.7893676757812,115.97701263427734,135.2393035888672,131.07061767578125,1083.4927978515625,428.7420349121094,834.1803588867188,875.1584973305875,3157.0869140625,1260.1505126953125,2427.867431640625,5799.419921875,269.1108093261719
2022-03-11,1730.2374267578125,2799.36181640625,687.447265625,646.33056640625,670.6778564453125,130.8258514404297,1187.2466658833316,769.1787719726562,986.3426513671876,653.5609741210938,1932.2254638671875,652.078857421875,1600.975830078125,190.56954956054688,350.70196533203125,1642.909912109375,6782.63623046875,824.484375,115.10466766357422,136.2864532470703,133.3299102783203,1086.617919921875,430.2513732910156,865.3104858398438,888.4119165964428,3138.080078125,1261.3807373046875,2453.25,5769.1904296875,268.1730041503906
2022-03-14,1732.233154296875,2828.7685546875,706.5526733398438,649.9824829101562,676.0347900390625,129.818115234375,1167.692458396017,765.6381225585938,994.1114501953124,674.96728515625,1899.843505859375,669.6337890625,1661.3416748046875,192.7062225341797,355.8242492675781,1660.112060546875,6987.1875,826.3758544921875,115.27914428710938,133.2613067626953,133.9261474609375,1095.54052734375,443.7895812988281,855.9569702148438,892.9921284265986,3176.312744140625,1275.12451171875,2497.915283203125,5783.466796875,273.6398620605469
2022-03-15,1697.610595703125,2852.017333984375,694.7113647460938,650.0897216796875,678.6408081054688,124.45548248291016,1144.668841795889,754.5230102539062,972.6234741210938,666.2877807617188,1880.3773193359373,670.7880249023438,1616.1771240234375,191.7790069580078,344.8834533691406,1656.9757080078125,7085.88232421875,830.8675537109375,114.31958770751952,127.01708984375,131.57269287109375,1070.44873046875,444.4299621582031,855.3815307617188,871.7690037837718,3133.502197265625,1237.4561767578125,2515.574951171875,5769.4296875,268.8592529296875
2022-03-16,1754.08447265625,2904.3857421875,720.28466796875,667.062255859375,687.2312622070312,127.33472442626952,1148.6715980743252,763.026123046875,991.3428955078124,677.5875854492188,1911.698486328125,681.0324096679688,1660.1995849609375,195.6089324951172,350.2046203613281,1669.0933837890625,7148.62255859375,848.0830078125,115.80255126953124,129.77076721191406,131.38441467285156,1088.5203857421875,450.74169921875,853.031005859375,876.0262228722106,3187.5595703125,1264.0107421875,2545.433837890625,6042.17431640625,273.6855773925781
2022-03-17,1815.5970458984373,2994.70654296875,735.60888671875,682.0601806640625,697.7521362304688,127.0828094482422,1165.9051286008626,782.054443359375,989.1940307617188,692.5134887695312,1939.2830810546875,692.6714477539062,1629.6209716796875,197.46343994140625,362.0405883789063,1699.22119140625,7346.4912109375,870.009033203125,115.93338012695312,132.09780883789062,132.76512145996094,1124.0064697265625,459.1116333007813,874.5198974609375,871.694871986963,3202.251708984375,1267.0650634765625,2659.261962890625,6107.04345703125,275.03515625
2022-03-21,1798.9342041015625,2907.96630859375,722.32470703125,669.9683227539062,683.5634765625,131.22174072265625,1193.8876591578676,774.8572387695312,965.3505249023438,695.5313720703125,1892.37060546875,683.6776123046875,1628.259033203125,197.14089965820312,353.5067749023437,1669.1885986328125,7358.47509765625,850.6072998046875,115.93338012695312,133.8430938720703,128.59165954589844,1117.52978515625,448.7749938964844,876.6304931640625,863.8838672200648,3162.10009765625,1255.4420166015625,2663.442626953125,5932.31982421875,274.4862365722656
2022-03-22,1827.4705810546875,2913.121826171875,727.7975463867188,681.2215576171875,694.2290649414062,131.9775390625,1186.7702519457068,779.7714233398438,972.2515869140624,699.1109008789062,1839.1385498046875,690.8439331054688,1658.4422607421875,201.3740081787109,359.6236572265625,1686.0582275390625,7416.8232421875,829.328369140625,115.88978576660156,136.092529296875,130.97650146484375,1146.4033203125,451.6107177734375,876.9182739257812,871.5694414109287,3226.838623046875,1304.9876708984375,2668.85400390625,5951.81884765625,279.0838317871094
